用户id	投资金额	性别	首投距今时间（天）	最近一次投资距今时间（天）	本月是否有大额回款	是否访问7天内注册	是否注册7天内充值	首投距注册时长（天）	年龄_(0,14]	年龄_(14,35]	年龄_(35,60]	年龄_(60,∞]	手机城市_一线	手机城市_三线	手机城市_二线	手机城市_五线	手机城市_四线	手机城市_超一线	手机城市_魔境	会员级别_普通会员	会员级别_白金用户	会员级别_钻石用户	最近一次登录设备_HUAWEI	最近一次登录设备_OPPO	最近一次登录设备_Samsung	最近一次登录设备_Xiaomi	最近一次登录设备_iPad	最近一次登录设备_iPhone	最近一次登录设备_其他手机	用户浏览产品期限倾向(月）_1-3	用户浏览产品期限倾向(月）_4-6	用户浏览产品期限倾向(月）_7-12	用户浏览产品利率倾向_(0,4%]	用户浏览产品利率倾向_(4%,5.5%]	用户浏览产品利率倾向_(5.5%,6%]	用户浏览产品利率倾向_(6%,7.5%]	用户浏览产品利率倾向_7%以上
790cf4fe3c639eae4b1bd44dfcd95bc3	396000.0	0	3.0	0.0	1	0	0	1.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
baaf9634fe02b57059b397db2a1112bb	57600.0	1	16.0	0.0	0	0	0	15.0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
e230c2bc248c3551d26f65f65a61b9f9	36000.0	1	21.0	1.0	0	0	0	1.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
2462c2176cfd62531736e4f43c167233	72000.0	1	1.0	1.0	1	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
b85850ba0b0f30a8a67cc0dee2600198	144000.0	1	23.0	1.0	1	0	0	5.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0a4ba11dd85736a5d4879eff14bc81d7	129600.0	1	15.0	1.0	1	0	0	4.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
777d2cea19814f06c8dbdd532e45ccba	64800.0	1	9.0	0.0	1	0	1	283.0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
94d7cd68a0115cc943cbf771209a140a	108000.0	0	2.0	1.0	0	0	1	8.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
f69410d3b1b2356eb339d4288934f61e	28800.0	0	1.0	1.0	0	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
0bc021717f91221844d639b56af4bba0	864000.0	0	2.0	1.0	0	0	0	68.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
e65bb14868fe3f8b0f03d63f7b8f1512	72000.0	1	6.0	1.0	0	0	0	7.0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
af96a99dd6de129def8ba833276f4fce	165600.0	1	13.0	0.0	1	0	0	0.0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
4c937044256bd707c789ceadff3cc7fd	72000.0	1	2.0	0.0	1	0	0	7.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
1ba7a77c447b7a281d525290170efaa7	36000.0	0	17.0	1.0	0	0	1	51.0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
91131ae80c965984396d168ebba6e8c8	72000.0	0	1.0	0.0	1	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
4e6672ae2be63286ea0aeefb5f2628c4	36000.0	0	1.0	1.0	0	0	0	0.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
15d4f2793fd64e368bc3067f5669d723	28800.0	1	8.0	0.0	0	0	1	17.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
4a16fb9b7fd7c5295af6ccfee59d616d	129600.0	1	3.0	0.0	0	0	0	0.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
587b69628a09322b41e4df2ae1dba773	21600.0	0	8.0	1.0	0	0	0	1.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
3c81b26ef7cfec19ce240d3c0703faaf	36000.0	0	1.0	1.0	0	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
795a44c187b7c5712c38a941e99aa0aa	43200.0	1	4.0	0.0	0	0	0	0.0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
e6f75fbe1d47f2b67fcd96710cae52ad	14400.0	0	2.0	0.0	0	0	1	19.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
87c8f907d122883631609c0b2850a078	14400.0	1	20.0	0.0	1	0	1	102.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
ad5ba2893e096d400edd85e29adc9cf1	374400.0	1	12.0	0.0	1	0	1	38.0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
61bb851775f185e13cb6b43f9142eac8	7200.0	1	1.0	1.0	0	0	0	2.0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
5c53dde281a89872729d73b87a4ec4f5	108000.0	1	1.0	1.0	1	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
3eab87936b7028c3e33bb2655671906d	35989.272	1	3.0	0.0	1	0	0	3.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
a7a4ba4891a67a7b42693fcce32ac6df	72000.0	1	13.0	0.0	1	0	0	0.0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
3e5e335880caa2e75fbc4d671bbb3389	36000.0	1	1.0	1.0	0	0	0	0.0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
ece1a88a8322ef9746a2dd40bba429ef	144000.0	1	15.0	0.0	0	0	0	1.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
1844cdd7a02a8b4ef0d0ea10546a0658	72000.0	0	15.0	0.0	0	0	0	6.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
977d9455f0026f2def76931891ea17c6	36000.0	0	1.0	1.0	0	1	0	0.0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
72dd275f50a95d5473b65c84c19defdf	201600.0	1	8.0	1.0	0	0	1	113.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
6e8bcd90d5ae210e2352452e180e2685	360000.0	1	11.0	1.0	0	0	0	7.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
40d0848a01162f3ce21ed493c73ba058	255600.0	1	18.0	0.0	0	0	1	20.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
b2cfd0c2fdfe384aabf55c0376e59d1d	28833.84	0	4.0	0.0	0	0	0	13.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
16d1db193773b3e4249b84dca6ca0e2b	72000.0	0	7.0	1.0	0	0	1	58.0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
85792089f6fa646727d62adbfd502f68	72000.0	1	12.0	1.0	0	0	0	2.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
5630fff64a12a2c2dabd823da4d221d3	37440.0	1	12.0	0.0	1	0	0	1.0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
9a724ef5a973358e28c8c4d17e452811	720.0	1	18.0	1.0	1	0	0	1.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
aa112990e8030addcfead0d9c28dee83	28800.0	1	18.0	0.0	0	0	1	18.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
2b006195ab669e7a0876d6e4b3df922c	36000.0	1	1.0	1.0	0	0	0	0.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
4fb0a156f046d222ef3f6450cdbe2dd3	273600.0	1	19.0	0.0	1	0	1	22.0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
ad08f28d2ae539d0a331a42a7988d27f	7200.0	1	8.0	1.0	0	0	0	0.0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
6bad99fe26fc34bbc54be2033a54e626	144000.0	1	1.0	1.0	0	0	0	0.0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
aad0f49939bb4c140afc3a47b8f535ea	72000.0	0	12.0	12.0	0	0	1	18.0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
66620e785b74169a1d8886d20deee7b4	234000.0	0	4.0	0.0	1	0	0	0.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
5de910ee907a1a7706a34c98241aad25	144000.0	0	1.0	1.0	0	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
dbbab717fbfe2e5922fcf3ac491a8c43	72000.0	0	3.0	0.0	1	0	1	137.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
175bca25f770a65744b6202e0d452856	720000.0	1	16.0	1.0	1	0	0	6.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
3266df0b7a1020b9a06df8e83f637dd1	576000.0	1	18.0	0.0	1	0	1	9.0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
64eaff1fed2c9c398ff817ccbdc88993	36720.0	1	6.0	1.0	0	0	0	0.0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
14ec0c5fa45f1bda3c2f74dcb1512973	7200.0	0	6.0	0.0	1	0	0	1.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
4cdf365760c558486762d0690ef3cf4f	72720.0	1	2.0	0.0	0	0	0	432.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
c958db18bff37eee90f1991f819bf660	28800.0	0	10.0	0.0	0	0	1	9.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
52a122d1c624f32ab27dd5d1bbb24122	72000.0	1	1.0	1.0	0	0	0	0.0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
ad8a284044000f1fe3c36c5b0f3cb054	259200.0	1	14.0	0.0	1	0	0	15.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
239ea9ebf1b283fd47394065c60c67c5	720.0	1	13.0	0.0	1	0	0	3.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
49c14e3c8776863d11194cdc4f718e82	7200.0	1	1.0	0.0	0	1	0	0.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
e5d3944f8624a336ce6de77134359450	504000.0	0	10.0	1.0	0	0	0	4.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
2b5e111ca36c5a170c183ef6055e8e5a	64800.0	1	11.0	0.0	1	0	1	29.0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
045b213141196c3623d3984edf025d2b	36000.0	0	1.0	1.0	0	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
47253223a7fb6b974b99b05a6e6026f5	1440000.0	1	18.0	0.0	0	0	1	57.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
02084a2f6905872724ba6fac8d7f9585	108000.0	0	13.0	0.0	0	0	0	0.0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
5b759ac1375e7b45d77a02e58394d17b	23760.0	0	11.0	0.0	0	0	0	1.0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
25837e2031711a41ed9a839e425d13dc	576000.0	1	16.0	1.0	0	0	1	26.0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
f04d56c2d12b9c64cd97a329ac29beb0	21600.0	1	6.0	0.0	0	0	0	5.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
7e8d0bf604ccf3554aba1b5559a06f10	72000.0	0	10.0	0.0	0	0	0	0.0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
e39db91b6a0f85b24e0b6bd80083db51	14400.0	0	6.0	1.0	0	0	0	3.0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
2eed4ec03ada408886f6084f06ef2521	72000.0	1	4.0	2.0	0	0	1	186.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
97bc66ad00e0b2a982d48188a66db99c	1080000.0	1	1.0	0.0	1	0	0	0.0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
2bd3818a07fac2fbefc4ccfb554176a5	216000.0	1	12.0	0.0	1	0	1	11.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
9ad7ddac256fc8ffec4c7fbd43eba40a	41197.824	1	12.0	0.0	1	0	1	8.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
793a370b7e0de69ce62af22f9105e8d0	14400.0	1	2.0	1.0	0	0	1	14.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
cb4bed3ec45bbc49e4d485aea2ea3cd0	1440000.0	0	12.0	1.0	0	0	1	15.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
b7869ca647ca04569349751a5be139a3	360000.0	1	8.0	1.0	0	0	0	7.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
b6e68366a3a824a09f39374aa05e4fc1	3600.0	1	5.0	0.0	0	0	1	24.0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1b42d48fca602bd24621ddb5a38d7e7a	180000.0	1	14.0	0.0	1	0	1	49.0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
09674afb22df63c27ae7bb3cefb0ca3c	36000.0	1	6.0	0.0	1	0	0	1.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
fea4e88f85ea5e4d8c64b46abddae5b5	720.0	1	10.0	1.0	0	0	1	235.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
4f5d2b80eb684085e9cf3f08614960ec	172800.0	1	13.0	0.0	0	0	0	0.0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
f16a8e798a081c5ec4aa23e73cc37668	7200.0	1	6.0	1.0	1	0	0	1.0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
9f3af8dd0717ba67312bfba42902651a	684000.0	1	23.0	0.0	1	0	0	2.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
eb25788978ddc3a112be9d8389e69a3f	72000.0	0	2.0	0.0	0	0	0	1.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
3f77406aac2174034ca646a881f3c830	108000.0	0	1.0	0.0	0	1	0	1.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
3724947204f725b624b44946b48a93dc	7200.0	0	17.0	0.0	1	0	1	64.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
84d1bedeec7e89e4d04b1d2931c78e79	21600.0	0	8.0	0.0	0	0	0	0.0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
598a1f8ca41ce894630412ea05679d9c	108000.0	0	1.0	1.0	0	0	1	559.0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
333ab5f2c41c82828685f44026b869ea	36000.0	0	17.0	0.0	1	0	1	181.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
044ef5f584364fb5f2d56fcf630001ef	208800.0	1	23.0	0.0	1	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
75de8f16dbbabb5fd5a336ebe6dfc0da	72000.0	1	1.0	0.0	0	1	0	0.0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
fdc73adbe7278831715d4537599df46e	36000.0	0	11.0	0.0	0	0	1	13.0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
f93792e5731980884b8f407faf2cc488	201600.0	1	1.0	0.0	0	0	0	3.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
df12a3bdaaae2b3a091039f1bacb29cb	21600.0	1	16.0	1.0	0	0	1	120.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
22bf25e6c5affa2ed0a64f5f4f6e9f3d	43200.0	0	2.0	0.0	1	0	0	0.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
7c0402edd76b9b26a22818df114926e1	720000.0	1	1.0	0.0	1	0	1	356.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
df6ae5ca3da6a746b449bc16c352c4e8	496800.0	0	13.0	0.0	1	0	0	7.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
ebe1f0723bae8f60163e977c2c067d56	21600.0	0	4.0	0.0	0	0	0	0.0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
db6779dad32b6b5fe625fc17398c9e44	720.0	1	7.0	1.0	0	0	1	222.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
1f45f559d364fb87be3d880521acee34	1440000.0	1	14.0	0.0	1	0	0	1.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
510fde07ea98aee0b42ddc44c41faa92	86400.0	0	23.0	0.0	0	0	0	0.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
10caa74e8d7f915ee4295e7b914ae5ef	21600.0	0	6.0	0.0	0	0	0	0.0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
07ad2b4ce0549a9845f96e954501a446	360000.0	0	11.0	0.0	1	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
e5d868dcb91c7619ec2908578b60c22a	7200.0	1	1.0	1.0	0	0	1	265.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
a14cb661053812e2ab976c7c38b7092f	50400.0	0	10.0	0.0	1	0	0	0.0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
95450a430c7a11f0b7c0655900b69508	108000.0	0	23.0	0.0	1	0	0	1.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
15e08f4d15dad0a6db2ced15b1449a95	7200.0	1	8.0	1.0	0	0	1	27.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
e18e7e6db5815b0684f05c9bd0a50429	28800.0	0	19.0	1.0	0	0	0	0.0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
3c8acc90a1e064aa2d7ee98c21d0f623	36000.0	1	14.0	1.0	0	0	0	1.0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0072cc5d98b01078559766278b018814	18720.0	0	5.0	0.0	0	0	0	0.0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
edda61ca6473398c612ac864e923e980	57600.0	1	11.0	0.0	1	0	0	0.0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
4fdb9b86fd371475dd86056e69645596	21600.0	0	1.0	1.0	1	1	0	0.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
eac22f5f88dd32d1cb6a5a4531f3110f	36000.0	1	2.0	0.0	0	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
efe89af1445fe1e96414cc3e0dcca6a7	13680.0	1	5.0	0.0	0	0	1	415.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
801c91bfb02d775c05eb6f18919e5d51	57600.0	1	19.0	0.0	1	0	0	1.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
9a2fd39d97ad22fadad65bd79b31b664	165600.0	1	6.0	0.0	0	0	1	350.0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
0be4a8ff823b4ba05c45b875b18636b4	36000.0	0	1.0	1.0	0	0	0	0.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
00a763c57ad88b49c8a5950076d4e35c	144000.0	0	1.0	1.0	0	0	0	1.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
f98e8825c77e0ab4b8a70c3ea9ba432e	36000.0	1	1.0	1.0	0	0	0	0.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
4b325ab67ec0eff32042a1946b337114	1080000.0	1	8.0	0.0	0	0	1	24.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
6d4d9dc74a6e8bcb11f062a885f9740b	72000.0	0	10.0	0.0	1	0	0	1.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
10d10e700388375c8a5b3e38fcf7c906	7200.0	0	9.0	1.0	0	0	0	1.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
91f65261a50c4827547dc32a042108d1	100800.0	0	1.0	1.0	0	0	0	1.0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
7a5080c943b6e3e8541a31f5d4ae9dcc	51120.0	1	11.0	0.0	1	0	0	0.0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
33c42d99b19d7a41efbf0e5dfc6dd880	7200.0	0	16.0	0.0	1	0	0	1.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
474059c2fa5df64c8d1c1e4d03b706a1	115200.0	1	12.0	0.0	0	0	0	0.0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
c9c81ccc5f7d5f204dc9967ca643c168	43200.0	0	10.0	1.0	0	0	0	1.0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
2b81cdf805f6a2f61a9396e7d005ba15	57600.0	1	14.0	0.0	1	0	0	4.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
